Wall time,Step,Value
1764191394.6138735,4600,2.7270028591156006
1764191405.5647206,4650,2.577568769454956
1764191416.5032735,4700,2.8290579319000244
1764191427.4314246,4750,2.743303060531616
1764191438.3674622,4800,2.6588797569274902
1764191449.3285933,4850,2.7362241744995117
1764191460.261401,4900,2.6686007976531982
1764191471.2230868,4950,2.7152507305145264
1764191482.152525,5000,2.8606173992156982
1764191494.4590573,5050,2.7429161071777344
1764191505.3867738,5100,2.673973560333252
1764191516.3532557,5150,2.5807552337646484
1764191527.30262,5200,2.4677317142486572
1764191538.247949,5250,2.6958093643188477
1764191549.179839,5300,2.6944918632507324
1764191560.1082342,5350,2.6402416229248047
1764191571.0393012,5400,2.780505895614624
1764191581.9722161,5450,2.582291603088379
1764191592.9099672,5500,2.515556812286377
1764191603.8727262,5550,2.3982138633728027
1764191614.7973373,5600,2.6204657554626465
1764191625.7360377,5650,2.4516818523406982
1764191636.6826224,5700,2.536393404006958
1764191647.6181495,5750,2.574793815612793
1764191658.565231,5800,2.574129343032837
1764191669.5578053,5850,2.436291456222534
1764191680.5210383,5900,2.5425519943237305
1764191691.4735842,5950,2.493921995162964
1764191702.4113019,6000,2.483029842376709
1764191713.3602257,6050,2.475733518600464
1764191724.2802956,6100,2.4801127910614014
1764191735.246446,6150,2.583900213241577
1764191746.1933515,6200,2.3886120319366455
1764191757.1660233,6250,2.3063204288482666
1764191768.107691,6300,2.469890832901001
1764191779.0493548,6350,2.461508274078369
1764191789.9690547,6400,2.49708890914917
1764191800.9011204,6450,2.494800329208374
1764191811.8274243,6500,2.3133699893951416
1764191822.742623,6550,2.408996343612671
1764191833.686816,6600,2.2743401527404785
1764191844.6546128,6650,2.371467351913452
1764191855.594091,6700,2.3666627407073975
1764191866.5236504,6750,2.5599076747894287
1764191877.4554367,6800,2.314755439758301
1764191888.3910196,6850,2.214301109313965
1764191899.3102655,6900,2.371305465698242
1764191910.2694855,6950,2.3434605598449707
1764191921.1999085,7000,2.2960093021392822
1764191932.1811635,7050,2.4155075550079346
1764191943.1370173,7100,2.408353805541992
1764191954.0889482,7150,2.3370296955108643
1764191965.0465107,7200,2.257797956466675
1764191976.0002108,7250,2.5054569244384766
1764191986.9395716,7300,2.3252663612365723
1764191997.8990417,7350,2.4168500900268555
1764192008.854007,7400,2.168210506439209
1764192019.7934132,7450,2.314471960067749
1764192030.756673,7500,2.401085376739502
1764192041.6902502,7550,2.418403387069702
1764192052.6188269,7600,2.3892436027526855
1764192063.5610301,7650,2.2299089431762695
1764192074.5029542,7700,2.3481032848358154
1764192085.4751194,7750,2.4386088848114014
1764192096.4138613,7800,2.301825761795044
1764192107.391187,7850,2.4875688552856445
1764192118.3259978,7900,2.1460325717926025
1764192129.2705014,7950,2.433699369430542
1764192140.2013102,8000,2.541107654571533
1764192151.1454544,8050,2.1580281257629395
1764192162.1112158,8100,2.226449966430664
1764192173.0555494,8150,2.2757160663604736
1764192184.0386727,8200,2.138474464416504
1764192194.9826138,8250,2.2392003536224365
1764192205.9490345,8300,2.26407790184021
1764192218.0344548,8350,2.0821704864501953
1764192228.9986656,8400,1.9962830543518066
1764192239.929709,8450,1.9607714414596558
1764192250.845249,8500,2.0580875873565674
1764192261.7770243,8550,1.83511483669281
1764192272.7300823,8600,2.0081541538238525
1764192283.675373,8650,1.9867439270019531
1764192294.6241484,8700,2.096649169921875
1764192305.570361,8750,2.2672107219696045
1764192316.514762,8800,2.134007215499878
1764192327.4516745,8850,1.9795386791229248
1764192338.3995662,8900,2.0766263008117676
1764192349.3535898,8950,2.0447559356689453
1764192360.3075502,9000,2.2135703563690186
1764192371.2430663,9050,2.0526654720306396
1764192382.1975226,9100,2.0842621326446533
1764192393.1290064,9150,2.19751238822937
1764192404.0535293,9200,2.037832260131836
1764192415.0136445,9250,1.9688470363616943
1764192425.944885,9300,1.9795992374420166
1764192436.8650284,9350,2.0675692558288574
1764192447.8136714,9400,1.8598933219909668
1764192458.7594483,9450,2.0023105144500732
1764192469.6904163,9500,2.0242581367492676
1764192480.6490834,9550,1.956425428390503
1764192491.5882611,9600,1.8202009201049805
1764192502.5359864,9650,2.1307947635650635
1764192513.4836435,9700,2.0975053310394287
1764192524.4030952,9750,1.9992258548736572
1764192535.3273711,9800,1.9086220264434814
1764192546.2670217,9850,2.095919132232666
1764192557.2123065,9900,2.2359814643859863
1764192568.1628058,9950,2.144742965698242
1764192579.1099284,10000,2.026080846786499
1764192591.2383654,10050,2.0083870887756348
1764192602.1653955,10100,2.0151188373565674
1764192613.134891,10150,1.9939414262771606
1764192624.0606768,10200,2.004531145095825
1764192634.9885418,10250,1.9591401815414429
1764192645.9317827,10300,1.9477547407150269
1764192656.9061282,10350,2.140481948852539
1764192667.837724,10400,2.1148154735565186
1764192678.7841423,10450,1.8895142078399658
1764192689.7364957,10500,1.9265209436416626
1764192700.6595545,10550,1.9176568984985352
1764192711.6211603,10600,1.8941564559936523
1764192722.579508,10650,1.88637375831604
1764192733.5095267,10700,1.8704010248184204
1764192744.4476702,10750,2.077761173248291
1764192755.4063194,10800,2.0216705799102783
1764192766.3670576,10850,1.8593156337738037
1764192777.3060272,10900,1.9662948846817017
1764192788.2800732,10950,1.9393086433410645
1764192799.2241807,11000,1.920828104019165
1764192810.1530418,11050,1.9341912269592285
1764192821.1086955,11100,2.0422613620758057
1764192832.0283053,11150,1.8677836656570435
1764192842.9664886,11200,1.8979334831237793
1764192853.8898315,11250,1.9164948463439941
1764192864.8243687,11300,1.9129607677459717
1764192875.7693357,11350,2.0674595832824707
1764192886.6966193,11400,1.9503934383392334
1764192897.631118,11450,1.9503904581069946
1764192908.582557,11500,1.8461600542068481
1764192919.512032,11550,1.9718801975250244
1764192930.4529579,11600,1.905784249305725
1764192941.4093916,11650,1.9801214933395386
1764192952.3713932,11700,1.843667984008789
1764192963.3072653,11750,1.7310150861740112
1764192974.2348568,11800,1.746424913406372
1764192985.1662614,11850,1.9119019508361816
1764192996.1148639,11900,1.8312654495239258
1764193007.0182164,11950,1.8112869262695312
1764193017.9505928,12000,1.8427867889404297
1764193028.9009905,12050,1.8035348653793335
1764193039.8733044,12100,1.8894118070602417
1764193050.8151796,12150,1.9282556772232056
1764193061.7517395,12200,1.9362088441848755
1764193072.6738412,12250,2.076176404953003
1764193083.6078727,12300,1.9318037033081055
1764193094.5623498,12350,1.781058430671692
1764193105.5181725,12400,1.98778235912323
1764193116.4770308,12450,1.9418854713439941
1764193128.5721524,12500,1.4880502223968506
1764193139.5141249,12550,1.696250557899475
1764193150.458812,12600,1.689628005027771
1764193161.412045,12650,1.6381237506866455
1764193172.3657563,12700,1.712821364402771
1764193183.2866457,12750,1.670403242111206
1764193194.2355564,12800,1.4976476430892944
1764193205.1935632,12850,1.7180280685424805
1764193216.128739,12900,1.7487740516662598
1764193227.0871472,12950,1.54676353931427
1764193238.0435767,13000,1.8352923393249512
1764193248.9967473,13050,1.5354571342468262
1764193259.9166384,13100,1.7164678573608398
1764193270.8205242,13150,1.717635989189148
1764193281.7672827,13200,1.5475473403930664
1764193292.6998563,13250,1.5525199174880981
1764193303.6281357,13300,1.628649353981018
1764193314.5669088,13350,1.560749888420105
1764193325.5154767,13400,1.7589863538742065
1764193336.439244,13450,1.7671986818313599
1764193347.3987002,13500,1.664641261100769
1764193358.2980459,13550,1.8869893550872803
1764193369.2196012,13600,1.8037917613983154
1764193380.1664796,13650,1.5773659944534302
1764193391.121803,13700,1.7464293241500854
1764193402.045897,13750,1.4874227046966553
1764193412.9657874,13800,1.702095627784729
1764193423.9097328,13850,1.5925261974334717
1764193434.8336282,13900,1.641007661819458
1764193445.751306,13950,1.80255126953125
1764193456.7131624,14000,1.6457175016403198
1764193467.664848,14050,1.8398301601409912
1764193478.605942,14100,1.9001480340957642
1764193489.53305,14150,1.72511625289917
1764193500.4761732,14200,1.7499752044677734
1764193511.440747,14250,1.6466751098632812
1764193522.3843248,14300,1.6606189012527466
1764193533.3516784,14350,1.4951046705245972
1764193544.3292067,14400,1.6231200695037842
1764193555.2608955,14450,1.7080212831497192
1764193566.1985846,14500,1.7114229202270508
1764193577.1564252,14550,1.6452924013137817
1764193588.1378345,14600,1.7149468660354614
1764193599.0929904,14650,1.7328153848648071
1764193610.0401754,14700,1.564723253250122
1764193620.977948,14750,1.5667264461517334
1764193631.9408216,14800,1.8024948835372925
1764193642.873307,14850,1.673534870147705
1764193653.8192804,14900,1.4908521175384521
1764193664.7472396,14950,1.7620649337768555
1764193675.7149086,15000,1.6575558185577393
1764193687.8319824,15050,1.7400010824203491
1764193698.7596707,15100,1.6670094728469849
1764193709.6968093,15150,1.6820589303970337
1764193720.6275356,15200,1.5461595058441162
1764193731.576915,15250,1.6589511632919312
1764193742.5419688,15300,1.6822535991668701
1764193753.4856021,15350,1.5461245775222778
1764193764.4437096,15400,1.618403434753418
1764193775.3956778,15450,1.7931618690490723
1764193786.3270872,15500,1.6697531938552856
1764193797.2605355,15550,1.6149637699127197
1764193808.2268436,15600,1.5811275243759155
1764193819.1726103,15650,1.5286691188812256
1764193830.1073995,15700,1.5904942750930786
1764193841.0360641,15750,1.4857202768325806
1764193851.968917,15800,1.659546971321106
1764193862.9270523,15850,1.6580063104629517
1764193873.8507333,15900,1.661720633506775
1764193884.8167193,15950,1.457728624343872
1764193895.77392,16000,1.5315386056900024
1764193906.7308576,16050,1.7319743633270264
1764193917.6834629,16100,1.569075584411621
1764193928.6462352,16150,1.6997559070587158
1764193939.5689023,16200,1.5195590257644653
1764193950.5077593,16250,1.567867398262024
1764193961.4486337,16300,1.6698373556137085
1764193972.4124432,16350,1.5506668090820312
1764193983.3279116,16400,1.7172021865844727
1764193994.289851,16450,1.6255438327789307
1764194005.2219763,16500,1.749902367591858
1764194016.177019,16550,1.6261240243911743
1764194027.1072738,16600,1.5848681926727295
1764194039.2184124,16650,1.1921665668487549
1764194050.174871,16700,1.2506407499313354
1764194061.138755,16750,1.2277865409851074
1764194072.0709212,16800,1.3169777393341064
1764194083.0083904,16850,1.3617361783981323
1764194093.9681575,16900,1.4398980140686035
1764194104.9204435,16950,1.3747211694717407
1764194115.8504972,17000,1.428791880607605
1764194126.7803385,17050,1.1934638023376465
1764194137.7235248,17100,1.3844274282455444
1764194148.677737,17150,1.3700708150863647
1764194159.6255138,17200,1.5704039335250854
1764194170.5491164,17250,1.4868924617767334
1764194181.4934635,17300,1.4712696075439453
1764194192.4185646,17350,1.3805891275405884
1764194203.361843,17400,1.520888090133667
1764194214.303062,17450,1.3161208629608154
1764194225.249627,17500,1.3072489500045776
1764194236.2003067,17550,1.3881964683532715
1764194247.1333745,17600,1.6235554218292236
1764194258.0620022,17650,1.3889585733413696
1764194269.0120018,17700,1.3757426738739014
1764194279.9583542,17750,1.4488093852996826
1764194290.9145153,17800,1.3532098531723022
1764194301.8787465,17850,1.4906736612319946
1764194312.84566,17900,1.6440743207931519
1764194323.803847,17950,1.3940536975860596
1764194334.7452955,18000,1.2401472330093384
1764194345.684753,18050,1.5202971696853638
1764194356.621495,18100,1.4256534576416016
1764194367.5498815,18150,1.5113613605499268
1764194378.5183277,18200,1.2433385848999023
1764194389.4536083,18250,1.276483178138733
1764194400.4351344,18300,1.2670341730117798
1764194411.3626552,18350,1.415130853652954
1764194422.315362,18400,1.4282110929489136
1764194433.2763412,18450,1.3417025804519653
1764194444.227943,18500,1.4303491115570068
1764194455.166794,18550,1.5123628377914429
1764194466.1094432,18600,1.5345035791397095
1764194477.0526402,18650,1.4292652606964111
1764194488.0073247,18700,1.4490128755569458
1764194498.959708,18750,1.577833652496338
1764194509.916228,18800,1.515384554862976
1764194520.8532715,18850,1.306950569152832
1764194531.8122623,18900,1.3889930248260498
1764194542.7781682,18950,1.3797513246536255
1764194553.7306776,19000,1.4692473411560059
1764194564.6585395,19050,1.3800426721572876
1764194575.6101816,19100,1.3562132120132446
1764194586.5277832,19150,1.5670902729034424
1764194597.4479778,19200,1.3253446817398071
1764194608.37265,19250,1.5018534660339355
1764194619.3343081,19300,1.32227623462677
1764194630.2760944,19350,1.4445189237594604
1764194641.1983898,19400,1.3645139932632446
1764194652.1361265,19450,1.4273724555969238
1764194663.0695362,19500,1.4767920970916748
1764194674.0147343,19550,1.2453292608261108
1764194684.9761975,19600,1.396538496017456
1764194695.9197192,19650,1.296584129333496
1764194706.8441684,19700,1.467175841331482
1764194717.7803724,19750,1.57039475440979
1764194728.7280238,19800,1.4986177682876587
1764194739.664682,19850,1.4081480503082275
1764194750.6330607,19900,1.4590182304382324
1764194761.559819,19950,1.4183639287948608
1764194772.4968379,20000,1.39826500415802
1764194784.6267493,20050,1.2622785568237305
1764194795.5737166,20100,1.3590540885925293
1764194806.4930885,20150,1.456101655960083
1764194817.424426,20200,1.5045251846313477
1764194828.3643477,20250,1.4847242832183838
1764194839.2908258,20300,1.505318284034729
1764194850.2524965,20350,1.5441762208938599
1764194861.2143903,20400,1.3851746320724487
1764194872.1806214,20450,1.4304603338241577
1764194883.1183896,20500,1.3638253211975098
1764194894.0486715,20550,1.3636422157287598
1764194904.972159,20600,1.5168029069900513
1764194915.9230678,20650,1.5260004997253418
1764194926.859774,20700,1.4785627126693726
1764194937.7974846,20750,1.4882516860961914
1764194949.8890421,20800,1.158329725265503
1764194960.8467836,20850,0.9992114305496216
1764194971.7879293,20900,1.186475157737732
1764194982.74691,20950,1.1003204584121704
1764194993.673488,21000,1.1074368953704834
1764195004.6251643,21050,1.0419782400131226
1764195015.5747755,21100,1.1974873542785645
1764195026.552941,21150,1.1031701564788818
1764195037.4939535,21200,1.2839913368225098
1764195048.4479744,21250,1.1138275861740112
1764195059.38825,21300,1.1943415403366089
1764195070.3435385,21350,1.1971405744552612
1764195081.2825432,21400,1.3366459608078003
1764195092.2276208,21450,1.2444742918014526
1764195103.184609,21500,1.3015835285186768
1764195114.1416698,21550,1.2528679370880127
1764195125.0807438,21600,1.186193585395813
1764195136.0106204,21650,1.1223130226135254
1764195146.973062,21700,1.16890287399292
1764195157.917568,21750,1.2096420526504517
1764195168.8387556,21800,1.288273811340332
1764195179.7728653,21850,1.2773547172546387
1764195190.7037678,21900,1.183575987815857
1764195201.6392407,21950,1.3266916275024414
1764195212.5893867,22000,1.32781183719635
1764195223.564765,22050,1.0444681644439697
1764195234.5002372,22100,1.2233493328094482
1764195245.4527373,22150,1.2726902961730957
1764195256.4040208,22200,1.238624095916748
1764195267.3378706,22250,1.1915297508239746
1764195278.2699497,22300,1.1984394788742065
1764195289.2009645,22350,1.139492392539978
1764195300.1086311,22400,1.1733274459838867
1764195311.1256473,22450,1.3392651081085205
1764195322.0988662,22500,1.2529876232147217
1764195333.0942495,22550,1.3071292638778687
1764195344.1118898,22600,1.1867042779922485
1764195355.058121,22650,1.1114808320999146
1764195366.0013561,22700,1.1683685779571533
1764195376.9371595,22750,1.2404173612594604
1764195387.8714645,22800,1.407659888267517
1764195398.8168597,22850,1.1902040243148804
1764195409.7692192,22900,1.2866061925888062
1764195420.7605698,22950,1.1234601736068726
1764195431.693786,23000,1.3174355030059814
1764195442.641038,23050,1.1685471534729004
1764195453.5731072,23100,1.1105817556381226
1764195464.536298,23150,1.2061010599136353
1764195475.470761,23200,1.160587191581726
1764195486.427982,23250,1.2308992147445679
1764195497.3789608,23300,1.1471138000488281
1764195508.3180466,23350,1.2315112352371216
1764195519.2743034,23400,1.188984751701355
1764195530.2011395,23450,1.245672583580017
1764195541.1213603,23500,1.1451396942138672
1764195552.07546,23550,1.1259381771087646
1764195563.007044,23600,1.1414581537246704
1764195573.9520657,23650,1.1981518268585205
1764195584.911572,23700,1.1879169940948486
1764195595.8496673,23750,1.1771434545516968
1764195606.804544,23800,1.3007036447525024
1764195617.7663574,23850,1.2632944583892822
1764195628.7209625,23900,1.1438093185424805
1764195639.657034,23950,1.3346294164657593
1764195650.6196017,24000,1.1511025428771973
1764195661.5687535,24050,1.2217968702316284
1764195672.5103688,24100,1.2734266519546509
1764195683.44516,24150,1.2183170318603516
1764195694.3733778,24200,1.2220581769943237
1764195705.3393002,24250,1.1497046947479248
1764195716.2765095,24300,1.1630162000656128
1764195727.2115097,24350,1.2294920682907104
1764195738.1677163,24400,1.3481740951538086
1764195749.1178985,24450,1.2760133743286133
1764195760.0674286,24500,1.1960262060165405
1764195771.0206754,24550,1.4445881843566895
1764195781.977886,24600,1.1985983848571777
1764195792.9093437,24650,1.2807141542434692
1764195803.848958,24700,1.2054636478424072
1764195814.803514,24750,1.2071876525878906
1764195825.7559505,24800,1.1551239490509033
1764195836.6965048,24850,1.302317500114441
1764195847.6318054,24900,1.2626689672470093
1764195859.7127578,24950,1.0872727632522583
1764195870.6699398,25000,1.0428953170776367
1764195884.1605208,25050,0.9314124584197998
1764195895.0903213,25100,0.9947799444198608
1764195906.0161026,25150,0.9549863934516907
1764195916.9536803,25200,0.9039037227630615
1764195927.8869653,25250,0.9299812912940979
1764195938.8123093,25300,0.9376523494720459
1764195949.7853925,25350,1.1057724952697754
1764195960.764667,25400,1.0134377479553223
1764195971.6933692,25450,0.9788035750389099
1764195982.655257,25500,0.989641010761261
1764195993.6213148,25550,1.056870937347412
1764196004.570878,25600,1.0186525583267212
1764196015.4890687,25650,0.991518497467041
1764196026.427156,25700,1.0277340412139893
1764196037.3924506,25750,1.0899102687835693
1764196048.3297284,25800,1.027294397354126
1764196059.2712038,25850,1.076310634613037
1764196070.2120595,25900,1.0364316701889038
1764196081.153166,25950,1.0145936012268066
1764196092.0871954,26000,1.0346969366073608
1764196103.0049267,26050,0.9734006524085999
1764196113.9547615,26100,0.9501615166664124
1764196124.8940017,26150,0.8982821702957153
1764196135.851943,26200,1.0813292264938354
1764196146.7952168,26250,0.9916129112243652
1764196157.7407315,26300,0.9643903374671936
1764196168.660259,26350,1.175447702407837
1764196179.59111,26400,1.023757815361023
1764196190.5239446,26450,0.9597267508506775
1764196201.5009542,26500,1.0304816961288452
1764196212.4556863,26550,1.018560767173767
1764196223.3791893,26600,0.979312539100647
1764196234.3166869,26650,1.1350480318069458
1764196245.2787108,26700,1.0300670862197876
1764196256.2227793,26750,1.0667468309402466
1764196267.1501179,26800,1.1133372783660889
1764196278.0896769,26850,1.0045617818832397
1764196289.0271754,26900,1.0434633493423462
1764196299.955038,26950,1.1543848514556885
1764196310.8823671,27000,1.1094738245010376
1764196321.8363562,27050,1.0753034353256226
1764196332.7928803,27100,1.1019670963287354
1764196343.7445815,27150,1.0899765491485596
1764196354.6645699,27200,1.07111656665802
1764196365.6054416,27250,1.1181483268737793
1764196376.5306416,27300,1.1723145246505737
1764196387.5029202,27350,1.0835943222045898
1764196398.43968,27400,1.0815061330795288
1764196409.3876748,27450,1.1753942966461182
1764196420.3378644,27500,1.1068370342254639
1764196431.2820072,27550,1.044429063796997
1764196442.2177856,27600,1.0947717428207397
1764196453.1452482,27650,1.0886036157608032
1764196464.0602705,27700,1.0480895042419434
1764196475.0454583,27750,0.9671012759208679
1764196485.973872,27800,1.06621253490448
1764196496.9144027,27850,1.0518689155578613
1764196507.835955,27900,1.2134844064712524
1764196518.7739415,27950,1.1383241415023804
1764196529.710585,28000,1.0533877611160278
1764196540.6435828,28050,1.1371285915374756
1764196551.564783,28100,1.069448709487915
1764196562.4867575,28150,0.9522200226783752
1764196573.4342475,28200,1.1606723070144653
1764196584.3886251,28250,1.1240909099578857
1764196595.3292267,28300,1.163692831993103
1764196606.2671263,28350,1.1113792657852173
1764196617.2104583,28400,1.086164951324463
1764196628.1641612,28450,1.0409173965454102
1764196639.1000493,28500,1.1203007698059082
1764196650.0539868,28550,1.04672110080719
1764196660.9980707,28600,1.047481656074524
1764196671.9290025,28650,1.0912673473358154
1764196682.8961232,28700,1.0718578100204468
1764196693.8608983,28750,1.1339231729507446
1764196704.8286908,28800,1.1109066009521484
1764196715.7799098,28850,1.0284466743469238
1764196726.7456763,28900,1.0939106941223145
1764196737.6650882,28950,1.0204954147338867
1764196748.5923445,29000,1.1330865621566772
1764196759.5291207,29050,1.1170530319213867
1764196771.6411521,29100,0.7856394648551941
1764196782.5732155,29150,0.7006596326828003
1764196793.531625,29200,0.811416506767273
1764196804.4993682,29250,0.79180908203125
1764196815.4437556,29300,0.8545446991920471
1764196826.3768077,29350,0.8850367069244385
1764196837.311484,29400,0.8139670491218567
1764196848.232703,29450,0.9433557987213135
1764196859.184902,29500,0.8633228540420532
1764196870.1211996,29550,0.8639841675758362
1764196881.0563068,29600,0.7927669882774353
1764196892.0116875,29650,0.9172275066375732
1764196902.9526,29700,0.912640392780304
1764196913.8729875,29750,0.8696799278259277
1764196924.8179717,29800,0.846578061580658
1764196935.7621186,29850,0.8987760543823242
1764196946.7290998,29900,0.8723583221435547
1764196957.6787653,29950,0.9064763784408569
1764196968.6285062,30000,0.9186039566993713
1764196980.7072597,30050,0.9072811603546143
1764196991.6241534,30100,0.8204384446144104
1764197002.551222,30150,0.9369936585426331
1764197013.4780767,30200,0.9854926466941833
1764197024.4231985,30250,0.8440085053443909
1764197035.3523097,30300,0.9206055998802185
1764197046.3142426,30350,0.8271849751472473
1764197057.2626138,30400,0.8614346385002136
1764197068.1901162,30450,0.9740597605705261
1764197079.1347528,30500,0.9835605621337891
1764197090.0899851,30550,0.8692219257354736
1764197101.0274885,30600,0.8861669898033142
1764197111.9689991,30650,0.8664860129356384
1764197122.9130313,30700,0.8515488505363464
1764197133.875231,30750,0.799163281917572
1764197144.8255405,30800,1.032608151435852
1764197155.775389,30850,0.9845131635665894
1764197166.7098525,30900,0.9198528528213501
1764197177.6712565,30950,0.9375127553939819
1764197188.6308877,31000,0.9457064867019653
1764197199.565044,31050,0.8919888138771057
1764197210.5011332,31100,0.9207385182380676
1764197221.433517,31150,0.9676628112792969
1764197232.359648,31200,0.8956656455993652
1764197243.3306818,31250,0.9248641133308411
1764197254.2572827,31300,0.8639957308769226
1764197265.2139966,31350,0.8814482688903809
1764197276.1579223,31400,0.9734518527984619
1764197287.099776,31450,0.9200836420059204
1764197298.0344062,31500,0.9142444133758545
1764197308.969869,31550,1.0405277013778687
1764197319.921575,31600,0.9862648844718933
1764197330.863985,31650,0.9513620138168335
1764197341.802181,31700,0.9667070508003235
1764197352.7510288,31750,0.9575138092041016
1764197363.7051075,31800,0.9771145582199097
1764197374.6556978,31850,0.9305837750434875
1764197385.6019905,31900,0.9881641268730164
1764197396.5329363,31950,1.0787456035614014
1764197407.4990675,32000,0.971821665763855
1764197418.429827,32050,0.8818318843841553
1764197429.3567734,32100,1.0288742780685425
1764197440.3221605,32150,0.929442286491394
1764197451.274516,32200,0.9111267328262329
1764197462.20909,32250,0.8188906311988831
1764197473.1711702,32300,0.97734534740448
1764197484.1341813,32350,0.9316042065620422
1764197495.0924292,32400,0.9724273085594177
1764197506.0421722,32450,0.9772321581840515
1764197517.024653,32500,0.920346736907959
1764197527.9960654,32550,0.9583321213722229
1764197538.9466834,32600,1.1161885261535645
1764197549.8915133,32650,0.8559181690216064
1764197560.8487866,32700,1.0022180080413818
1764197571.8006322,32750,0.8866015076637268
1764197582.7556705,32800,1.1327085494995117
1764197593.7190893,32850,0.9138331413269043
1764197604.6750515,32900,0.9776199460029602
1764197615.6287422,32950,1.0087947845458984
1764197626.5934298,33000,0.9149052500724792
1764197637.5674016,33050,0.9348287582397461
1764197648.5040214,33100,0.8957546353340149
1764197659.4249508,33150,0.9662848711013794
1764197670.3747485,33200,0.9945023655891418
1764197682.4518254,33250,0.6678597331047058
1764197693.3996353,33300,0.6926205158233643
1764197704.3320305,33350,0.8388361930847168
1764197715.2756832,33400,0.7518087029457092
1764197726.219528,33450,0.6782580018043518
1764197737.175826,33500,0.6739681363105774
1764197748.131641,33550,0.7657276391983032
1764197759.069582,33600,0.7403236031532288
1764197769.9691691,33650,0.7867806553840637
1764197780.9130828,33700,0.7679641246795654
1764197791.844682,33750,0.7539480924606323
1764197802.7965324,33800,0.8116995692253113
1764197813.7327569,33850,0.7447230815887451
1764197824.6595201,33900,0.7667551636695862
1764197835.6272192,33950,0.7259492874145508
1764197846.5572643,34000,0.7628903388977051
1764197857.5208154,34050,0.8483615517616272
1764197868.4739573,34100,0.7372215390205383
